dia_post_exp,codigo_trat,tratamiento,estadio,nro_insectos,vivo,caido,muerto,responsable
20,CX8,INSECTICIDA,cimex,20,0,0,20,
20,CX9,INSECTICIDA,cimex,20,2,2,16,
20,CX10,INSECTICIDA,cimex,20,13,1,6,
20,CX13,INSECTICIDA,cimex,20,0,0,20,
21,CX1,BLANCO,cimex,20,14,0,6,
21,CX2,BLANCO,cimex,20,18,0,2,
21,CX6,BLANCO,cimex,20,16,0,4,
21,CX7,BLANCO,cimex,20,17,0,3,
21,CX8,BLANCO,cimex,20,17,0,3,
21,CX9,BLANCO,cimex,20,19,0,1,
21,CX10,BLANCO,cimex,20,20,0,0,
21,CX13,BLANCO,cimex,20,20,0,0,
21,CX1,INSECTICIDA,cimex,20,3,2,15,
21,CX2,INSECTICIDA,cimex,20,8,1,11,
21,CX6,INSECTICIDA,cimex,20,9,2,9,
21,CX7,INSECTICIDA,cimex,20,0,0,20,
21,CX8,INSECTICIDA,cimex,20,0,0,20,
21,CX9,INSECTICIDA,cimex,20,1,1,18,
21,CX10,INSECTICIDA,cimex,20,14,0,6,
21,CX13,INSECTICIDA,cimex,20,0,0,20,
