day,camera,replicate,treatment,t1_distance,t2_distance,t3_distance,t4_distance,t5_distance,t6_distance,t7_distance,t8_distance,t9_distance,t10_distance,t11_distance,t12_distance,t13_distance,t14_distance,t15_distance,t16_distance,t17_distance,t18_distance,total_distance,t1_time_spent_in_open,t2_time_spent_in_open,t3_time_spent_in_open,t4_time_spent_in_open,t5_time_spent_in_open,t6_time_spent_in_open,t7_time_spent_in_open,t8_time_spent_in_open,t9_time_spent_in_open,t10_time_spent_in_open,t11_time_spent_in_open,t12_time_spent_in_open,t13_time_spent_in_open,t14_time_spent_in_open,t15_time_spent_in_open,t16_time_spent_in_open,t17_time_spent_in_open,t18_time_spent_in_open,total_opentime,t1_distance_spent_in_open,t2_distance_spent_in_open,t3_distance_spent_in_open,t4_distance_spent_in_open,t5_distance_spent_in_open,t6_distance_spent_in_open,t7_distance_spent_in_open,t8_distance_spent_in_open,t9_distance_spent_in_open,t10_distance_spent_in_open,t11_distance_spent_in_open,t12_distance_spent_in_open,t13_distance_spent_in_open,t14_distance_spent_in_open,t15_distance_spent_in_open,t16_distance_spent_in_open,t17_distance_spent_in_open,t18_distance_spent_in_open,total_open_distance
day 2,cam 3,rep7,infected,161.37,110.35,163.45,67.35,121.18,132.44,121.54,60.91,61.21,61.7,64.83,9.51,0.21,30.94,98.62,91.64,59.96,118.63,1535.84,0,0,20.33444816,0,0,19.53177258,19.26421405,0,0,0,0,0,0,0,64.48160535,323.7458194,0,24.61538462,471.9732441,0,0,13.21,0,0,13.11,9,0,0,0,0,0,0,0,26.63,55.58,0,10.14,127.67
day 2,cam 4,rep8,infected,385.92,270.5,129.06,113.09,71,116.69,112.93,124.32,65.28,69.24,69.2,64.85,16.32,0,0,0,0,0,1608.4,5.351170569,147.1571906,0,0,0,35.31772575,44.41471572,109.4314381,0,0,0,0,0,0,0,0,0,0,341.6722408,8,33.77,0,0,0,16.29,12.27,29.21,0,0,0,0,0,0,0,0,0,0,99.54
day 2,cam 4,rep8,infected,239.66,17.39,13.13,13.03,101.58,133.1,125.92,172.82,107.98,72.01,78.69,146.63,136.26,148.73,64.9,73.15,93.55,80.69,1819.22,20.33444816,0,0,0,36.38795987,34.24749164,33.44481605,44.94983278,69.56521739,0,113.4448161,57.79264214,28.36120401,39.59866221,0,109.6989967,16.05351171,0,603.8795987,30.15,0,0,0,8.67,19.56,18.13,18.15,28.5,0,14.69,22.66,14.1,16.35,0,20.55,6,0,217.51
day 3,cam 1,rep9,infected,127.45,122.58,54.02,56.74,70.03,58.88,127.64,121.94,116.5,104.72,95.08,110.73,81.01,81.43,99.2,NA,NA,NA,1427.95,26.48829431,43.34448161,0,0,5.618729097,0,118.5284281,0.802675585,0,50.8361204,44.14715719,115.3177258,0,0,20.33444816,NA,NA,NA,425.4180602,13.03,14.71,0,0,1.1,0,43.16,0.31,0,13.34,11.65,22.78,0,0,7.25,NA,NA,NA,127.33
day 3,cam 1,rep9,infected,224.97,188.43,155.04,88.42,71.9,96.14,149.71,99.48,97.97,136.74,159.77,91.64,108.87,87.16,112.2,NA,NA,NA,1868.44,118.5284281,26.75585284,49.76588629,0,0.267558528,0,63.14381271,83.7458194,0,74.91638796,252.3076923,42.54180602,65.81939799,0,120.9364548,NA,NA,NA,898.729097,42.03,7.29,13.97,0,0,0,13.95,29.95,0,26.2,72.84,1,15.63,0,31.36,NA,NA,NA,254.22
day 3,cam 2,rep10,infected,225.02,267.13,167.98,158.93,150.71,124.94,103.17,111.32,89.59,83.24,81.63,85.43,82.86,86.98,67.87,NA,NA,NA,1886.8,13.11036789,36.65551839,0,0,26.75585284,14.71571906,0,33.44481605,0,49.76588629,0,52.17391304,0,0,40.40133779,NA,NA,NA,267.0234114,6.35,24.5,0,0,10.05,8.06,0,10.38,0,12.16,0,16.69,0,0,8.15,NA,NA,NA,96.34
day 3,cam 2,rep10,infected,132.45,99.4,104.38,86.84,100.19,73.92,85.32,87.98,94.92,86.67,54.16,48.23,102.98,58.81,50.95,NA,NA,NA,1267.2,0,0,0,13.91304348,24.61538462,0,0,68.76254181,40.66889632,0,0,0,12.30769231,8.294314381,25.4180602,NA,NA,NA,193.9799331,0,0,0,9.62,12.23,0,0,14.43,4.68,0,0,0,2.85,1.48,4.15,NA,NA,NA,49.44
day 3,cam 3,rep11,infected,104.95,107.73,108.32,106.71,104.57,95.58,86.51,81.84,69.07,77.86,105.55,78.56,113.16,78.04,82.93,NA,NA,NA,1401.38,0,0,0,18.72909699,0,0,0,0,0,0,82.67558528,0,50.03344482,0,0,NA,NA,NA,151.4381271,0,0,0,9.09,0,0,0,0,0,0,14.41,0,12.78,0,0,NA,NA,NA,36.28
day 3,cam 3,rep11,infected,108.33,98.4,92.24,88.8,77.49,82.74,95,68.43,73.26,72.6,78.38,97.98,75.58,75.4,86.26,NA,NA,NA,1270.89,0,33.44481605,0,0,0,23.27759197,45.75250836,0,20.60200669,0,0,18.72909699,0,0,173.6454849,NA,NA,NA,315.451505,0,9.48,0,0,0,5.57,11.09,0,5.48,0,0,4.21,0,0,38.37,NA,NA,NA,74.2
day 3,cam 4,rep12,infected,92.3,181.09,128.84,114.17,146.6,176.37,75.95,139.08,99.26,55.14,102.79,89.81,116.98,148.08,138.73,NA,NA,NA,1805.19,22.20735786,12.84280936,4.013377926,7.224080268,16.05351171,62.60869565,0,96.85618729,0,0,0,0,0,5.618729097,64.74916388,NA,NA,NA,292.173913,18.55,9.3,2.39,3.84,10.65,36.5,0,26.28,0,0,0,0,0,2.95,17.98,NA,NA,NA,128.44
day 3,cam 4,rep12,infected,161.13,155.73,118.23,92.43,57.08,49.02,77.22,119.44,106.4,66.79,70.15,91.92,68.02,36.9,0,NA,NA,NA,1270.46,121.4715719,134.3143813,24.34782609,0,0,0,20.33444816,33.71237458,49.76588629,15.25083612,0,46.28762542,19.53177258,52.44147157,0,NA,NA,NA,517.458194,36.96,41.07,9.72,0,0,0,6.68,12.79,14.05,5.77,0,14.45,3.95,11.17,0,NA,NA,NA,156.61
day 4,cam 1,rep13,infected,157.12,120.08,97.68,127.16,57.17,91.38,94.69,82.64,79.93,96.67,81.2,77.7,73.07,70.76,74.75,0.5,0,0,1382.5,13.11036789,89.63210702,191.0367893,118.7959866,599.8662207,138.0602007,111.5719064,284.4147157,341.1371237,284.1471572,10.70234114,0,0,8.829431438,341.1371237,0,0,0,2532.441472,10.06,17,27.9,23.34,57.17,18.99,18.66,36.33,46.34,36.87,3.09,0,0,1.36,40.54,0,0,0,337.65
day 4,cam 1,rep13,infected,477.06,415.98,225.14,290.37,211.68,223.9,158.11,157.66,130.13,141.64,116.01,83.27,133.58,119.36,119.61,125.82,127.37,129.84,3386.53,40.13377926,59.13043478,32.909699,69.03010033,101.9397993,0,67.42474916,66.88963211,18.99665552,0,17.39130435,0,11.50501672,0,105.9531773,34.51505017,49.49832776,0,675.3177258,52.71,55.42,19.01,29.35,35.26,0,8.27,22.46,10.75,0,4.66,0,1.73,0,21.64,8.55,19.75,0,289.56
day 4,cam 2,rep14,infected,231.07,143.78,126.23,68.09,94.57,117.41,125.69,113.78,92.41,79.81,36.7,22.25,45.15,81.24,75.48,4.44,0,0,1458.1,9.899665552,0,0,0,4.280936455,104.0802676,36.65551839,78.39464883,0,0,0,0,0,0,0,0,0,0,233.3110368,3.61,0,0,0,3.47,33.27,9.72,23.18,0,0,0,0,0,0,0,0,0,0,73.25
day 4,cam 2,rep14,infected,300.54,160.58,140.05,80.07,92.68,36.43,49.7,72.92,93.64,1.44,0.28,0.01,0.32,0,5.68,75.28,65.17,50.31,1225.1,7.759197324,6.153846154,28.89632107,41.73913043,67.95986622,0,0,0,67.95986622,0,0,0,0,0,0,0,0,0,220.4682274,11.74,6.66,25.7,13.76,12.9,0,0,0,14.88,0,0,0,0,0,0,0,0,0,85.64
day 4,cam 3,rep15,infected,305.48,244.85,128.89,139.15,92.6,68.95,86.83,101.2,67.83,68.83,70.61,76.71,81.05,9.8,0,0,0,0,1542.78,76.52173913,38.26086957,0,1.337792642,0,0,0,20.60200669,0,0,0,2.675585284,87.22408027,0,0,0,0,0,226.6220736,61.12,40.5,0,0.89,0,0,0,10.49,0,0,0,0.5,20,0,0,0,0,0,133.5
day 4,cam 3,rep15,infected,247.66,228.12,196.23,146.61,116.31,138.29,136.35,79.65,76.26,73.53,96.45,87.56,50.3,75.3,96.64,93.56,62.42,70.61,2071.85,15.78595318,14.44816054,98.72909699,96.32107023,0,15.78595318,88.02675585,91.23745819,55.11705686,0.802675585,0,0,0,37.72575251,0,59.13043478,0,0,573.1103679,14.55,9.41,24.79,8.38,0,6.29,17.44,14.85,11.03,0.42,0,0,0,9.61,0,12.77,0,0,129.54
day 4,cam 4,rep16,infected,302.75,151.01,146.3,236.89,184.38,94.07,121.38,200.35,86.23,97.11,53.78,149.48,141.21,84.92,67.91,54.4,39.81,50.02,2262,0,0,125.4849498,24.08026756,39.33110368,0,40.40133779,55.11705686,2.675585284,0,0,13.11036789,47.090301,0,0,0,0,0,347.2909699,0,0,41.78,16.21,24.1,0,19.45,27,2.45,0,0,16.64,27.1,0,0,0,0,0,174.73
day 4,cam 4,rep16,infected,265,264.65,144.13,89.1,165.81,167.92,93.46,58.96,95.43,131.07,138.51,73.57,69.82,68.39,103.23,77.67,68.69,108.87,2184.28,13.91304348,94.71571906,21.40468227,5.08361204,16.58862876,34.51505017,0,278.7959866,204.4147157,170.1672241,167.4916388,10.43478261,0,0,17.65886288,0,0,42.00668896,1077.190635,27.9,49.33,11,9.74,19.67,10.61,0,26.48,23.99,31.13,20.51,1.19,0,0,7.27,0,0,15.42,254.24
day 5,cam 1,rep17,infected,216.75,177.2,134.79,120.23,121.56,95.18,105.27,99.04,29.57,0,0,23.93,98.37,74.47,66.96,103.46,88.38,76.94,1632.1,122.541806,40.13377926,118.5284281,56.18729097,94.71571906,0,6.956521739,78.66220736,0,0,0,0,6.688963211,0,0,130.0334448,21.40468227,0,675.8528428,41.16,11.59,36.33,12.76,25.29,0,2.85,19.41,0,0,0,0,2.52,0,0,29.28,7.02,0,188.21
day 5,cam 1,rep17,infected,293.24,243.75,174.49,183.4,151.51,153.7,138.05,116.98,110.66,139.36,138.73,96.1,104.76,77.72,77.28,97.74,97.35,78.35,2473.17,78.39464883,35.05016722,0,0,23.01003344,31.83946488,71.97324415,0,34.7826087,98.72909699,58.3277592,104.6153846,82.14046823,0,0,0,0,0,618.8628763,64.03,11.27,0,0,9.44,9.98,14.89,0,12.14,31.53,22.02,20.25,24.69,0,0,0,0,0,220.24
day 5,cam 2,rep18,infected,226.12,160.3,156.83,126.75,77.59,59.05,65.81,1.53,0,0,0,33.66,0,0,0,0,0,0,907.64,8.026755853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.026755853,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
day 5,cam 2,rep18,infected,192.75,135.35,102.83,83.02,91.96,106.95,79.28,85.01,82.85,97.86,81.24,86.14,77.73,78.88,77.8,47.04,67.73,80.76,1655.18,69.03010033,50.03344482,0,0,177.9264214,175.7859532,0,0,0,48.69565217,20.86956522,104.3478261,0,0,0,0,0,0,646.6889632,33.54,18.86,0,0,21.28,30.32,0,0,0,13.05,2.45,23.24,0,0,0,0,0,0,142.74
day 5,cam 3,rep19,infected,257.26,227.98,186.87,185.02,147.88,170.54,169.42,109.47,176.64,75.09,69.38,64.76,35.31,41.93,39.51,37.79,63.52,62.63,2121,10.96989967,0,43.34448161,39.86622074,0,16.85618729,0,0,28.09364548,0,0,0,0,0,0,0,0,0,139.1304348,2.9,0,22.57,18.04,0,10.2,0,0,14.51,0,0,0,0,0,0,0,0,0,68.22
day 5,cam 3,rep19,infected,332.36,393.75,336.18,262.56,105.94,154.61,136.15,104.41,113.52,97.51,64.04,120.06,97.78,127.34,106.5,104.13,68.01,120.1,2844.95,58.86287625,46.28762542,25.95317726,17.9264214,0,88.82943144,0,0,73.31103679,74.3812709,0,47.62541806,0,106.7558528,0,59.66555184,0,70.36789298,669.9665552,51.13,53.61,27.52,17.73,0,38.81,0,0,13.36,13.21,0,12.45,0,38.73,0,20.56,0,23.31,310.42
day 5,cam 4,rep20,infected,167.83,163.48,167.1,112.12,148.45,120.75,101.14,96.32,124.75,123.31,107.4,94.44,116.47,98.89,115.81,87.03,99.12,NA,2044.41,3.745819398,0,60.2006689,37.19063545,51.90635452,0,1.070234114,0,65.55183946,8.026755853,67.69230769,11.77257525,0,0,27.55852843,0,54.31438127,NA,389.0301003,2.73,0,14.74,10.25,18.89,0,0.16,0,11.81,2.15,16.18,2.94,0,0,10.73,0,12.33,NA,102.91
day 5,cam 4,rep20,infected,250.73,204.41,178.89,146.31,142.42,145.45,63.93,104.54,108.59,81.71,75.86,72.31,67.05,68.97,68.36,74.94,74.48,NA,1928.95,78.66220736,0,36.38795987,28.36120401,21.6722408,0,0,48.16053512,0,472.7759197,599.8662207,250.7023411,0,0,0,0,0,NA,1536.588629,40.7,0,14.42,7.68,5.3,0,0,15.43,0,56.28,75.86,29.89,0,0,0,0,0,NA,245.56
day 6,cam 1,rep21,infected,245.11,118.4,187.03,229.76,203.96,180,84.22,93.23,121.97,172.71,135.33,87.37,185.76,97.58,92.47,74.53,78.3,70.66,2458.39,79.46488294,0,9.364548495,35.05016722,40.13377926,0,17.12374582,0,53.77926421,11.23745819,50.8361204,33.97993311,58.3277592,264.3478261,0,0,0,0,653.6454849,52.84,0,8.9,21.06,35.33,0,6.62,0,36.1,4.28,12.51,19.72,13.27,39.64,0,0,0,0,250.27
day 6,cam 1,rep21,infected,293.93,266.26,198.54,123.87,184.95,106.97,137.34,143.29,150.44,114.78,99.02,106.36,70.05,0,0,0,0,20.08,2015.88,20.60200669,10.16722408,26.22073579,12.84280936,16.58862876,0,56.98996656,0,12.04013378,67.95986622,89.36454849,0,32.37458194,0,0,0,0,0,345.1505017,25.78,9.05,21.8,12.83,11.53,0,24.9,0,4.82,21.89,20.38,0,10.51,0,0,0,0,0,163.49
day 6,cam 2,rep22,infected,159.63,270.77,135.5,184.95,140.12,103.09,108.24,104.47,122.64,90.79,162.09,63.74,5.87,0,0,0,0,0,1651.9,0,13.64548495,10.70234114,16.32107023,15.51839465,0,24.08026756,64.74916388,42.80936455,0,10.16722408,0,0,0,0,0,0,0,197.993311,0,8.46,8.67,12.95,7.81,0,9.71,21.74,22.56,0,6.46,0,0,0,0,0,0,0,98.36
day 6,cam 2,rep22,infected,172.15,289.62,202.63,159.81,226.78,211.21,112.51,104.88,117.55,116.3,134.06,110.19,128.59,84.03,93.61,133.3,98.69,99.51,2595.42,0,10.43478261,0,14.18060201,18.99665552,59.39799331,0,0,0,6.421404682,28.09364548,0,0,0,72.77591973,68.76254181,111.3043478,0,390.367893,0,8.77,0,5.43,11.53,28.41,0,0,0,4.03,12.88,0,0,0,24.46,14.57,27.77,0,137.85
day 6,cam 3,rep23,infected,168.22,167.94,129.19,144.14,124.25,168.92,146.77,140.5,119.12,105.42,83.18,137.47,104.75,114.17,107.42,113.55,84.7,84.56,2244.27,19.7993311,11.50501672,0,38.79598662,0,75.71906355,0,0,0,0,0,0,25.68561873,0,0,0,0,182.7424749,354.2474916,9.5,6.68,0,13.21,0,20.47,0,0,0,0,0,0,7.97,0,0,0,0,22.55,80.38
day 6,cam 3,rep23,infected,228.78,183.27,166.72,156.82,122.79,135.42,47.74,66.43,119.5,21.6,0,0,1.92,0,0,0,0,0,1250.99,11.77257525,10.70234114,2.408026756,36.12040134,0,51.10367893,0,0,108.361204,0,0,0,0,0,0,0,0,0,220.4682274,9.27,8.93,1.54,19.53,0,30.64,0,0,35.69,0,0,0,0,0,0,0,0,0,105.6
day 7,cam 1,rep25,infected,350.79,236.17,206.8,151.09,179.99,156.12,78.62,124.72,105.01,143.94,107.07,101.34,82.21,126.97,102.38,148.17,106.61,100.94,2608.94,12.04013378,8.829431438,72.5083612,49.49832776,158.3946488,2.140468227,31.0367893,33.17725753,162.4080268,38.52842809,63.14381271,14.71571906,31.0367893,33.17725753,153.5785953,47.35785953,63.14381271,14.71571906,989.4314381,21.75,7.54,22.02,15.09,43.03,1.49,10.38,13,48.29,15.25,16.74,2.92,10.38,13,43.28,20.26,16.74,2.92,324.08
day 7,cam 1,rep25,infected,173.18,84.7,71.85,116.24,93.5,86.56,73.51,92.1,95.79,84.31,52.57,56.96,89.7,92.82,96.48,84.34,52.71,56.81,1554.13,28.62876254,0,0,0,0,17.12374582,0,56.18729097,64.21404682,59.93311037,0,0,0,56.18729097,64.21404682,59.93311037,0,0,406.4214047,15.47,0,0,0,0,1.46,0,9.72,13.6,12.44,0,0,0,9.72,13.6,12.44,0,0,88.45
day 7,cam 2,rep26,infected,44.89,31.25,96.38,28.22,11.42,11.96,13.01,0,2.66,24.96,0.68,4.24,36.18,0,NA,NA,NA,NA,305.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
day 7,cam 2,rep26,infected,94.11,79.91,103.4,61.82,41.53,33.03,57.72,76.33,62.49,54.3,53.16,57.8,79.41,50.72,NA,NA,NA,NA,905.73,0,31.83946488,90.43478261,0,0,0,0,0,60.2006689,0,0,0,0,0,NA,NA,NA,NA,182.4749164,0,10.62,23.04,0,0,0,0,0,10.88,0,0,0,0,0,NA,NA,NA,NA,44.54
day 7,cam 3,rep27,infected,231.21,236.6,199.22,108.72,115.68,96.97,72.99,88.04,75.44,75.55,80.89,92.79,14.87,0,0,0,0,0,1488.97,0,0,0,24.61538462,84.81605351,210.3010033,8.56187291,4.013377926,0,0,0,0,0,0,0,0,0,0,332.3076923,0,0,0,8.67,18.94,42.38,1.71,0.56,0,0,0,0,0,0,0,0,0,0,72.26
day 7,cam 3,rep27,infected,146.48,189.81,128.58,121.54,68.96,112.08,64.74,124.93,73.72,68.76,120.82,75.09,124.59,120.14,78.3,74.67,79.1,89.07,1861.38,0.802675585,38.79598662,0,104.3478261,0,19.53177258,0,146.6220736,0,0,45.2173913,0,125.2173913,41.20401338,68.22742475,0,0,0,589.9665552,0.88,12.02,0,32.34,0,3.37,0,42.57,0,0,17.16,0,36.74,14.36,13.52,0,0,0,172.96
day 7,cam 4,rep28,infected,83.34,57.79,72.46,83.89,68.9,86.14,15.26,0.01,97.57,143.06,137.42,125.38,122.53,89.47,100.49,115.45,108.28,75.81,1583.25,6.956521739,0,223.9464883,453.7792642,230.90301,92.04013378,0,0,25.95317726,0,107.2909699,0,29.96655518,23.27759197,1.337792642,34.24749164,35.05016722,0,1264.749164,3.64,0,31.18,55.96,25.63,15.9,0,0,5.91,0,33.58,0,10.28,4.8,0.45,10.88,9.33,0,207.54
day 7,cam 4,rep28,infected,100.77,252.08,133.95,162.62,168.06,177.88,157.03,159.99,167.81,131.97,131.59,105.09,105.72,72.92,111.75,103.19,91.79,84.44,2418.65,0,0,25.68561873,5.08361204,72.5083612,17.9264214,15.78595318,15.25083612,0,120.9364548,34.51505017,0,1.337792642,0,67.15719064,50.56856187,0,0,426.7558528,0,0,19.04,4.44,22.14,9.67,6.63,10.06,0,29.03,14.31,0,0.43,0,20.7,13.32,0,0,149.77
day 8,cam 1,rep29,infected,95.09,362.64,191.49,239.52,190.93,200.04,161.62,161.09,152.71,94.46,111.29,88.57,80.83,104.97,128.1,96.14,77.13,101.89,2638.51,41.20401338,0,13.37792642,39.59866221,31.0367893,85.35117057,45.2173913,60.46822742,57.52508361,12.30769231,0,0,0,30.23411371,27.2909699,0,0,65.55183946,509.1638796,27.73,0,12.01,28.43,22.21,58.02,21.59,27.28,21.56,2.81,0,0,0,10.02,12.6,0,0,16.92,261.18
day 8,cam 1,rep29,infected,139.99,35.09,0,0,0,0,21.3,0,0,0,0,0,16.13,0,0,0,0,0,212.51,1.605351171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.605351171,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57
day 8,cam 3,rep31,infected,301.5,230.18,166.21,209.55,122.9,152.69,106.97,190.94,84.38,0,0,0,5.03,0,0,0,NA,NA,1570.35,39.86622074,43.87959866,38.79598662,10.43478261,13.64548495,26.22073579,10.43478261,11.77257525,10.43478261,0,0,0,0,0,0,0,NA,NA,205.4849498,34.09,25.15,22.11,7.36,12.49,21.29,9.55,12.49,9.39,0,0,0,0,0,0,0,NA,NA,153.92
day 8,cam 3,rep31,infected,506.86,450.45,399.93,398.38,303.02,230.03,175.6,203.26,57.9,142.56,136.99,76.31,174.73,44.1,0,0,NA,NA,3300.12,38.79598662,60.73578595,58.59531773,49.76588629,95.25083612,129.2307692,50.03344482,10.43478261,0,0,4.280936455,0,65.81939799,0,0,0,NA,NA,562.9431438,37.41,45.12,44.94,23.54,54.55,42.2,22.87,7.35,0,0,1.86,0,25.55,0,0,0,NA,NA,305.39
