"day","camera","replicate","treatment","t1_distance","t2_distance","t3_distance","t4_distance","t5_distance","t6_distance","t7_distance","t8_distance","t9_distance","t10_distance","t11_distance","t12_distance","t13_distance","t14_distance","t15_distance","t16_distance","t17_distance","t18_distance","total_distance","t1_time_spent_in_open","t2_time_spent_in_open","t3_time_spent_in_open","t4_time_spent_in_open","t5_time_spent_in_open","t6_time_spent_in_open","t7_time_spent_in_open","t8_time_spent_in_open","t9_time_spent_in_open","t10_time_spent_in_open","t11_time_spent_in_open","t12_time_spent_in_open","t13_time_spent_in_open","t14_time_spent_in_open","t15_time_spent_in_open","t16_time_spent_in_open","t17_time_spent_in_open","t18_time_spent_in_open","total_opentime","t1_distance_spent_in_open","t2_distance_spent_in_open","t3_distance_spent_in_open","t4_distance_spent_in_open","t5_distance_spent_in_open","t6_distance_spent_in_open","t7_distance_spent_in_open","t8_distance_spent_in_open","t9_distance_spent_in_open","t10_distance_spent_in_open","t11_distance_spent_in_open","t12_distance_spent_in_open","t13_distance_spent_in_open","t14_distance_spent_in_open","t15_distance_spent_in_open","t16_distance_spent_in_open","t17_distance_spent_in_open","t18_distance_spent_in_open","total_open_distance"
"day 2","cam 2","rep6","control",0,388.37,165.32,188.98,230.75,77.99,111.52,103.71,122.55,122.59,79.27,93.48,126.61,79.35,116.07,82.65,73.22,70.14,2232.57,0,28.0936454849498,65.819397993311,168.026755852843,29.9665551839465,0,54.314381270903,105.685618729097,15.5183946488294,0.267558528428094,0,0,14.180602006689,0,25.685618729097,0,0,0,507.558528428094,0,40.62,10.33,32.54,24.1,0,11.91,25.54,14.52,0.32,0,0,9.87,0,16.1,0,0,0,185.85
"day 2","cam 3","rep7","infected",96.59,100.94,143.91,154.19,106.43,121.05,137.38,105.98,84.12,114.95,123.58,89.51,112.01,53.51,33.83,92.52,52.43,0,1722.93,3.47826086956522,29.9665551839465,17.123745819398,1.33779264214047,7.49163879598662,0,22.2073578595318,0,0,0,0,0,0,0,0,0,0,0,81.6053511705686,4.4,22.79,14.57,1.67,4.79,0,12.43,0,0,0,0,0,0,0,0,0,0,0,60.65
"day 2","cam 3","rep7","infected",161.37,110.35,163.45,67.35,121.18,132.44,121.54,60.91,61.21,61.7,64.83,9.51,0.21,30.94,98.62,91.64,59.96,118.63,1535.84,0,0,20.3344481605351,0,0,19.5317725752508,19.2642140468227,0,0,0,0,0,0,0,64.4816053511706,323.745819397993,0,24.6153846153846,471.973244147157,0,0,13.21,0,0,13.11,9,0,0,0,0,0,0,0,26.63,55.58,0,10.14,127.67
"day 2","cam 3","rep7","control",106.91,106.64,63.41,177.17,238.63,154.32,208.57,124,95.36,92.73,157.3,119.97,104.71,64.81,98.59,59.79,36.14,0,2009.05,8.2943143812709,0,0,104.882943143813,38.5284280936455,4.0133779264214,21.4046822742475,17.123745819398,19.5317725752508,51.6387959866221,59.6655518394649,7.75919732441472,21.1371237458194,0,0,0,0,0,353.979933110368,13.15,0,0,41.64,32.97,3.11,12.76,10.74,14.05,12.42,25.3,2.94,9.83,0,0,0,0,0,178.91
"day 2","cam 3","rep7","control",79.21,231.99,172.71,107.22,62.96,64.92,41.31,20.16,88.8,60.18,62.64,66.39,108.95,81.45,103.26,88.77,107.36,89.05,1637.33,20.6020066889632,73.8461538461539,93.1103678929766,172.040133779264,0,0,0,0,0,0,0,0,0,0,0,113.979933110368,0,150.367892976589,623.946488294314,19.67,61.02,27.26,29.7,0,0,0,0,0,0,0,0,0,0,0,18.78,0,21.13,177.56
"day 2","cam 4","rep8","infected",385.92,270.5,129.06,113.09,71,116.69,112.93,124.32,65.28,69.24,69.2,64.85,16.32,0,0,0,0,0,1608.4,5.35117056856187,147.157190635452,0,0,0,35.3177257525084,44.4147157190635,109.43143812709,0,0,0,0,0,0,0,0,0,0,341.672240802676,8,33.77,0,0,0,16.29,12.27,29.21,0,0,0,0,0,0,0,0,0,0,99.54
"day 2","cam 4","rep8","infected",239.66,17.39,13.13,13.03,101.58,133.1,125.92,172.82,107.98,72.01,78.69,146.63,136.26,148.73,64.9,73.15,93.55,80.69,1819.22,20.3344481605351,0,0,0,36.3879598662207,34.247491638796,33.4448160535117,44.9498327759197,69.5652173913043,0,113.444816053512,57.7926421404682,28.3612040133779,39.5986622073579,0,109.698996655518,16.0535117056856,0,603.879598662207,30.15,0,0,0,8.67,19.56,18.13,18.15,28.5,0,14.69,22.66,14.1,16.35,0,20.55,6,0,217.51
"day 2","cam 4","rep8","control",238.6,25.16,78.27,101.6,193.53,136.59,138.07,98.88,90.68,120.63,114.74,118.27,88.9,61.86,47.26,118.57,57.24,51.32,1880.17,10.1672240802676,0,157.859531772575,0,58.5953177257525,9.36454849498328,0,0,0,28.3612040133779,54.8494983277592,48.4280936454849,274.515050167224,599.866220735786,579.264214046823,84.5484949832776,0,0,1905.81939799331,10.77,0,29.1,0,36,5.89,0,0,0,22.85,6.92,18.38,29.47,61.86,34.39,27.26,0,0,282.89
"day 2","cam 4","rep8","control",120.58,33.77,91.22,100.38,108.22,75.28,75.83,59.68,63.31,63.01,91.86,65.99,92.52,67.59,41.78,56.16,109.04,97.94,1414.16,254.448160535117,0,31.304347826087,31.304347826087,0,20.8695652173913,0,0,549.565217391304,446.28762541806,12.5752508361204,11.505016722408,220.735785953177,0,0,0,81.8729096989967,27.5585284280936,1688.02675585284,51.67,0,10.65,17.07,0,9.06,0,0,58.37,47.33,2.48,5.39,31.49,0,0,0,30.97,11.46,275.94
"day 3","cam 1","rep9","infected",127.45,122.58,54.02,56.74,70.03,58.88,127.64,121.94,116.5,104.72,95.08,110.73,81.01,81.43,99.2,NA,NA,NA,1427.95,26.4882943143813,43.3444816053512,0,0,5.61872909698997,0,118.528428093645,0.802675585284281,0,50.8361204013378,44.1471571906355,115.317725752508,0,0,20.3344481605351,NA,NA,NA,425.418060200669,13.03,14.71,0,0,1.1,0,43.16,0.31,0,13.34,11.65,22.78,0,0,7.25,NA,NA,NA,127.33
"day 3","cam 1","rep9","infected",224.97,188.43,155.04,88.42,71.9,96.14,149.71,99.48,97.97,136.74,159.77,91.64,108.87,87.16,112.2,NA,NA,NA,1868.44,118.528428093645,26.7558528428094,49.7658862876254,0,0.267558528428094,0,63.1438127090301,83.7458193979933,0,74.9163879598662,252.307692307692,42.5418060200669,65.819397993311,0,120.936454849498,NA,NA,NA,898.729096989967,42.03,7.29,13.97,0,0,0,13.95,29.95,0,26.2,72.84,1,15.63,0,31.36,NA,NA,NA,254.22
"day 3","cam 1","rep9","control",110.2,87.03,106.98,88.76,71.1,69.82,87.62,85.94,27.45,0,0,12.58,102.23,92.22,88.78,NA,NA,NA,1030.71,93.9130434782609,149.297658862876,78.6622073578595,66.8896321070234,40.6688963210702,38.5284280936455,117.725752508361,179.264214046823,0,0,0,0,130.836120401338,17.9264214046823,12.3076923076923,NA,NA,NA,926.020066889632,14.77,21.52,14.68,13.99,6.5,10.01,20.94,30.32,0,0,0,0,24.81,3.19,3.56,NA,NA,NA,164.29
"day 3","cam 1","rep9","control",71.35,77.82,180.79,143.86,141.76,126.45,157.74,132.99,156.32,103.6,111.07,128.5,80.21,134.82,94.6,NA,NA,NA,1841.88,1.60535117056856,0,18.9966555183947,81.0702341137124,88.561872909699,120.401337792642,37.7257525083612,0,64.2140468227425,76.7892976588629,136.1872909699,155.719063545151,0,100.066889632107,59.1304347826087,NA,NA,NA,940.468227424749,1.06,0,4.42,21.15,26.56,30.35,10.95,0,21.9,13.5,25.31,40.51,0,24.55,14.85,NA,NA,NA,235.11
"day 3","cam 2","rep10","infected",225.02,267.13,167.98,158.93,150.71,124.94,103.17,111.32,89.59,83.24,81.63,85.43,82.86,86.98,67.87,NA,NA,NA,1886.8,13.1103678929766,36.6555183946488,0,0,26.7558528428094,14.7157190635452,0,33.4448160535117,0,49.7658862876254,0,52.1739130434783,0,0,40.4013377926421,NA,NA,NA,267.023411371238,6.35,24.5,0,0,10.05,8.06,0,10.38,0,12.16,0,16.69,0,0,8.15,NA,NA,NA,96.34
"day 3","cam 2","rep10","infected",132.45,99.4,104.38,86.84,100.19,73.92,85.32,87.98,94.92,86.67,54.16,48.23,102.98,58.81,50.95,NA,NA,NA,1267.2,0,0,0,13.9130434782609,24.6153846153846,0,0,68.7625418060201,40.6688963210702,0,0,0,12.3076923076923,8.2943143812709,25.4180602006689,NA,NA,NA,193.979933110368,0,0,0,9.62,12.23,0,0,14.43,4.68,0,0,0,2.85,1.48,4.15,NA,NA,NA,49.44
"day 3","cam 2","rep10","control",107.78,83.2,77.59,94.56,74.75,78.27,81.82,98.32,86.18,77.78,76.1,87.63,73.33,73.51,0,NA,NA,NA,1170.82,0,51.371237458194,0,105.150501672241,0,0,228.227424749164,81.6053511705686,0,0,0,0.535117056856187,0,0,0,NA,NA,NA,466.889632107023,0,6.93,0,20.27,0,0,30.32,15.31,0,0,0,0,0,0,0,NA,NA,NA,72.83
"day 3","cam 2","rep10","control",158.99,103.05,86.83,54.24,58.71,86.23,93.05,78.07,78.73,51.39,74.86,55.82,80.78,1.54,0,NA,NA,NA,1062.29,29.9665551839465,0,0,0,0,0,0,44.1471571906355,1.33779264214047,0,0,0,0,0,0,NA,NA,NA,75.4515050167224,12.21,0,0,0,0,0,0,9.55,0.27,0,0,0,0,0,0,NA,NA,NA,22.03
"day 3","cam 3","rep11","infected",104.95,107.73,108.32,106.71,104.57,95.58,86.51,81.84,69.07,77.86,105.55,78.56,113.16,78.04,82.93,NA,NA,NA,1401.38,0,0,0,18.7290969899666,0,0,0,0,0,0,82.6755852842809,0,50.0334448160535,0,0,NA,NA,NA,151.438127090301,0,0,0,9.09,0,0,0,0,0,0,14.41,0,12.78,0,0,NA,NA,NA,36.28
"day 3","cam 3","rep11","infected",108.33,98.4,92.24,88.8,77.49,82.74,95,68.43,73.26,72.6,78.38,97.98,75.58,75.4,86.26,NA,NA,NA,1270.89,0,33.4448160535117,0,0,0,23.2775919732441,45.752508361204,0,20.6020066889632,0,0,18.7290969899666,0,0,173.645484949833,NA,NA,NA,315.451505016722,0,9.48,0,0,0,5.57,11.09,0,5.48,0,0,4.21,0,0,38.37,NA,NA,NA,74.2
"day 3","cam 3","rep11","control",163.58,104.79,112.53,91.83,103.42,63.38,72.59,103.06,53.36,0,0,0.63,0,0,0,NA,NA,NA,869.17,18.9966555183947,0,44.9498327759197,0,0,0,0,103.277591973244,0,0,0,0,0,0,0,NA,NA,NA,167.224080267559,7.62,0,13.56,0,0,0,0,31.63,0,0,0,0,0,0,0,NA,NA,NA,52.81
"day 3","cam 3","rep11","control",290.85,335.16,267.66,191.36,111.01,77.75,114.58,22.35,135.85,54.9,75.87,80.75,105,71.92,69.19,NA,NA,NA,2004.2,35.0501672240803,133.779264214047,54.5819397993311,4.2809364548495,0,0,43.3444816053512,0,13.9130434782609,0,0,39.5986622073579,0,0,57.257525083612,NA,NA,NA,381.80602006689,27.26,115.76,53.79,3.75,0,0,19.01,0,10.21,0,0,14.84,0,0,12.88,NA,NA,NA,257.5
"day 3","cam 4","rep12","infected",92.3,181.09,128.84,114.17,146.6,176.37,75.95,139.08,99.26,55.14,102.79,89.81,116.98,148.08,138.73,NA,NA,NA,1805.19,22.2073578595318,12.8428093645485,4.0133779264214,7.22408026755853,16.0535117056856,62.6086956521739,0,96.8561872909699,0,0,0,0,0,5.61872909698997,64.7491638795987,NA,NA,NA,292.173913043478,18.55,9.3,2.39,3.84,10.65,36.5,0,26.28,0,0,0,0,0,2.95,17.98,NA,NA,NA,128.44
"day 3","cam 4","rep12","infected",161.13,155.73,118.23,92.43,57.08,49.02,77.22,119.44,106.4,66.79,70.15,91.92,68.02,36.9,0,NA,NA,NA,1270.46,121.471571906355,134.314381270903,24.3478260869565,0,0,0,20.3344481605351,33.7123745819398,49.7658862876254,15.2508361204013,0,46.2876254180602,19.5317725752508,52.4414715719064,0,NA,NA,NA,517.458193979933,36.96,41.07,9.72,0,0,0,6.68,12.79,14.05,5.77,0,14.45,3.95,11.17,0,NA,NA,NA,156.61
"day 3","cam 4","rep12","control",129.51,111.61,112.18,119.53,80.74,93.52,106.13,97.15,111.88,52.61,106.09,131.6,110.16,81.44,72.06,NA,NA,NA,1516.21,37.190635451505,0,32.6421404682274,84.2809364548495,0,0,0,0,0,0,94.7157190635452,44.9498327759197,33.1772575250836,0,32.9096989966555,NA,NA,NA,359.866220735786,12.53,0,7.2,20.56,0,0,0,0,0,0,18.1,12.01,13.43,0,9.45,NA,NA,NA,93.28
"day 3","cam 4","rep12","control",207.85,176.87,179.65,152.31,142.6,125.17,107.76,137.4,79.88,118.6,83.92,100.65,81.07,150.86,96.62,NA,NA,NA,1941.21,9.63210702341137,61.8060200668896,47.6254180602007,23.0100334448161,56.1872909698997,47.8929765886288,50.5685618729097,34.5150501672241,0,74.1137123745819,0,103.8127090301,0,27.8260869565217,125.752508361204,NA,NA,NA,662.742474916388,8.43,21.91,24.7,16.31,23.98,13.32,22.34,18.11,0,12.18,0,15.11,0,10.82,24.48,NA,NA,NA,211.69
"day 4","cam 1","rep13","infected",157.12,120.08,97.68,127.16,57.17,91.38,94.69,82.64,79.93,96.67,81.2,77.7,73.07,70.76,74.75,0.5,0,0,1382.5,13.1103678929766,89.6321070234114,191.036789297659,118.795986622074,599.866220735786,138.060200668896,111.571906354515,284.414715719064,341.137123745819,284.147157190635,10.7023411371237,0,0,8.82943143812709,341.137123745819,0,0,0,2532.44147157191,10.06,17,27.9,23.34,57.17,18.99,18.66,36.33,46.34,36.87,3.09,0,0,1.36,40.54,0,0,0,337.65
"day 4","cam 1","rep13","infected",477.06,415.98,225.14,290.37,211.68,223.9,158.11,157.66,130.13,141.64,116.01,83.27,133.58,119.36,119.61,125.82,127.37,129.84,3386.53,40.133779264214,59.1304347826087,32.9096989966555,69.0301003344482,101.939799331104,0,67.4247491638796,66.8896321070234,18.9966555183947,0,17.3913043478261,0,11.505016722408,0,105.953177257525,34.5150501672241,49.4983277591973,0,675.317725752508,52.71,55.42,19.01,29.35,35.26,0,8.27,22.46,10.75,0,4.66,0,1.73,0,21.64,8.55,19.75,0,289.56
"day 4","cam 1","rep13","control",313.21,253.93,157.21,210.75,204.44,151.33,95.18,76.54,145.61,101.19,85.05,86.8,73.67,81.45,89.45,77.79,85.14,63.08,2351.82,24.6153846153846,44.4147157190635,0,0,30.7692307692308,0,0,0,23.5451505016722,7.49163879598662,0,17.123745819398,0,0,12.3076923076923,0,0,0,160.267558528428,19.65,30.3,0,0,27.98,0,0,0,12.06,3.52,0,6.46,0,0,5.31,0,0,0,105.28
"day 4","cam 1","rep13","control",280.53,292.03,272.31,116.98,105.29,58.32,69.61,130.83,81.32,76.7,73.15,70.03,23.81,0,0,0,0,0,1650.91,5.61872909698997,8.2943143812709,0.535117056856187,0,26.2207357859532,0,0,152.240802675585,0,0,0,0,0,0,0,0,0,0,192.909698996656,7.92,9.7,0.33,0,10.92,0,0,44.39,0,0,0,0,0,0,0,0,0,0,73.26
"day 4","cam 2","rep14","infected",231.07,143.78,126.23,68.09,94.57,117.41,125.69,113.78,92.41,79.81,36.7,22.25,45.15,81.24,75.48,4.44,0,0,1458.1,9.89966555183947,0,0,0,4.2809364548495,104.080267558528,36.6555183946488,78.3946488294314,0,0,0,0,0,0,0,0,0,0,233.311036789298,3.61,0,0,0,3.47,33.27,9.72,23.18,0,0,0,0,0,0,0,0,0,0,73.25
"day 4","cam 2","rep14","infected",300.54,160.58,140.05,80.07,92.68,36.43,49.7,72.92,93.64,1.44,0.28,0.01,0.32,0,5.68,75.28,65.17,50.31,1225.1,7.75919732441472,6.15384615384615,28.8963210702341,41.7391304347826,67.9598662207358,0,0,0,67.9598662207358,0,0,0,0,0,0,0,0,0,220.468227424749,11.74,6.66,25.7,13.76,12.9,0,0,0,14.88,0,0,0,0,0,0,0,0,0,85.64
