repeticion,grupo,raton,semana,fecha,Viv1t,Mue1t,Viv2t,Mue2t,Viv3t,Mue3t,Viv4t,Mue4t,Viv5t,Mue5t,Vivmt,Muemt,Vivht,Mueht,Vivtt,Muett
piloto,control,1,38,01/12/2014,0,0,0,0,0,0,3,0,1,0,1,0,2,0,7,33
piloto,control,1,39,08/12/2014,0,0,0,0,0,0,3,0,1,0,1,0,2,0,7,33
piloto,control,1,40,15/12/2014,0,0,0,0,0,0,3,0,1,0,1,0,2,0,7,33
piloto,control,1,41,22/12/2014,0,0,0,0,0,0,2,1,1,0,1,0,2,0,6,34
piloto,control,1,42,29/12/2014,0,0,0,0,0,0,2,0,1,0,1,0,2,0,6,34
piloto,control,1,43,05/01/2015,0,0,0,0,0,0,2,0,1,0,1,0,2,0,6,34
piloto,control,1,44,12/01/2015,0,0,0,0,0,0,2,0,1,0,1,0,2,0,6,34
piloto,control,1,45,19/01/2015,0,0,0,0,0,0,1,1,0,0,1,0,3,0,5,35
piloto,control,1,46,26/01/2015,0,0,0,0,0,0,1,0,0,0,1,0,3,0,5,35
piloto,control,1,47,02/02/2015,0,0,0,0,0,0,0,1,0,0,1,0,3,0,4,36
piloto,control,1,48,09/02/2015,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,36
piloto,control,1,49,16/02/2015,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,36
piloto,control,1,50,23/02/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,37
piloto,control,1,51,02/03/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,52,09/03/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,53,16/03/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,54,23/03/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,55,30/03/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,56,06/04/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,57,13/04/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,58,20/04/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,59,27/04/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,60,04/05/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,61,11/05/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,62,18/05/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,63,25/05/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,64,01/06/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,65,08/06/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,66,15/06/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,67,22/06/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,68,29/06/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,69,06/07/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,70,13/07/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,71,20/07/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,72,27/07/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,73,03/08/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,74,10/08/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,75,17/08/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,76,24/08/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,77,31/08/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,control,1,78,07/09/2015,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,38
piloto,control,1,79,14/09/2015,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,38
piloto,control,1,80,21/09/2015,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,38
piloto,control,1,81,28/09/2015,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,38
piloto,control,1,82,05/10/2015,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,38
piloto,control,1,83,12/10/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,39
piloto,control,1,84,19/10/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,39
piloto,control,1,85,26/10/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,39
piloto,control,1,86,02/11/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,39
piloto,control,1,87,09/11/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,39
piloto,control,1,88,16/11/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,39
piloto,control,1,89,23/11/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,39
piloto,infectado,2,0,10/03/2014,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
piloto,infectado,2,1,17/03/2014,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
piloto,infectado,2,2,24/03/2014,22,0,18,0,0,0,0,0,0,0,0,0,0,0,40,0
piloto,infectado,2,3,31/03/2014,4,0,36,0,0,0,0,0,0,0,0,0,0,0,40,0
piloto,infectado,2,4,07/04/2014,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0
piloto,infectado,2,5,14/04/2014,0,0,26,0,14,0,0,0,0,0,0,0,0,0,40,0
piloto,infectado,2,6,21/04/2014,0,0,18,1,21,0,0,0,0,0,0,0,0,0,39,1
piloto,infectado,2,7,28/04/2014,0,0,8,0,31,0,0,0,0,0,0,0,0,0,39,1
piloto,infectado,2,8,05/05/2014,0,0,3,0,35,0,1,0,0,0,0,0,0,0,39,1
piloto,infectado,2,9,12/05/2014,0,0,1,0,35,0,3,0,0,0,0,0,0,0,39,1
piloto,infectado,2,10,19/05/2014,0,0,0,0,21,0,18,0,0,0,0,0,0,0,39,1
piloto,infectado,2,11,26/05/2014,0,0,0,0,16,0,23,0,0,0,0,0,0,0,39,1
piloto,infectado,2,12,02/06/2014,0,0,0,0,14,0,25,0,0,0,0,0,0,0,39,1
piloto,infectado,2,13,09/06/2014,0,0,0,0,11,0,28,0,0,0,0,0,0,0,39,1
piloto,infectado,2,14,16/06/2014,0,0,0,0,10,1,28,0,0,0,0,0,0,0,38,2
piloto,infectado,2,15,23/06/2014,0,0,0,0,8,1,29,0,0,0,0,0,0,0,37,3
piloto,infectado,2,16,30/06/2014,0,0,0,0,8,0,28,0,1,0,0,0,0,0,37,3
piloto,infectado,2,17,07/07/2014,0,0,0,0,7,0,27,0,3,0,0,0,0,0,37,3
piloto,infectado,2,18,14/07/2014,0,0,0,0,6,0,26,1,4,0,0,0,0,0,36,4
piloto,infectado,2,19,21/07/2014,0,0,0,0,3,3,24,2,4,0,0,0,0,0,31,9
piloto,infectado,2,20,28/07/2014,0,0,0,0,1,2,22,2,4,0,0,0,0,0,27,13
piloto,infectado,2,21,04/08/2014,0,0,0,0,1,0,21,0,5,0,0,0,0,0,27,13
piloto,infectado,2,22,11/08/2014,0,0,0,0,1,0,19,1,6,0,0,0,0,0,26,14
piloto,infectado,2,23,18/08/2014,0,0,0,0,1,0,15,4,5,1,0,0,0,0,21,19
piloto,infectado,2,24,25/08/2014,0,0,0,0,1,0,14,1,5,0,0,0,0,0,20,20
piloto,infectado,2,25,01/09/2014,0,0,0,0,1,0,13,0,5,1,0,0,0,0,19,21
piloto,infectado,2,26,08/09/2014,0,0,0,0,1,0,12,1,5,0,0,0,0,0,18,22
piloto,infectado,2,27,15/09/2014,0,0,0,0,1,0,10,0,7,0,0,0,0,0,18,22
piloto,infectado,2,28,22/09/2014,0,0,0,0,1,0,10,0,7,0,0,0,0,0,18,22
piloto,infectado,2,29,29/09/2014,0,0,0,0,1,0,10,0,6,0,1,0,0,0,18,22
piloto,infectado,2,30,06/10/2014,0,0,0,0,0,0,11,0,5,0,1,0,1,0,18,22
piloto,infectado,2,31,13/10/2014,0,0,0,0,0,0,11,0,4,0,1,0,2,0,18,22
piloto,infectado,2,32,20/10/2014,0,0,0,0,0,0,11,0,3,0,2,0,2,0,18,22
piloto,infectado,2,33,27/10/2014,0,0,0,0,0,0,10,1,3,0,2,0,2,0,17,23
piloto,infectado,2,34,03/11/2014,0,0,0,0,0,0,10,0,2,0,3,0,2,0,17,23
piloto,infectado,2,35,10/11/2014,0,0,0,0,0,0,9,1,1,0,4,0,2,0,16,24
piloto,infectado,2,36,17/11/2014,0,0,0,0,0,0,9,0,1,0,4,0,2,0,16,24
piloto,infectado,2,37,24/11/2014,0,0,0,0,0,0,9,0,1,0,4,0,2,0,16,24
piloto,infectado,2,38,01/12/2014,0,0,0,0,0,0,6,2,2,0,4,0,2,0,14,26
piloto,infectado,2,39,08/12/2014,0,0,0,0,0,0,6,0,2,0,4,0,2,0,14,26
piloto,infectado,2,40,15/12/2014,0,0,0,0,0,0,3,3,2,0,4,0,2,0,11,29
piloto,infectado,2,41,22/12/2014,0,0,0,0,0,0,1,2,1,0,4,0,3,0,9,31
piloto,infectado,2,42,29/12/2014,0,0,0,0,0,0,1,0,1,0,4,0,3,0,9,31
piloto,infectado,2,43,05/01/2015,0,0,0,0,0,0,1,0,1,0,4,0,3,0,9,31
piloto,infectado,2,44,12/01/2015,0,0,0,0,0,0,1,0,1,0,4,0,3,0,9,31
piloto,infectado,2,45,19/01/2015,0,0,0,0,0,0,1,0,1,0,4,0,3,0,9,31
piloto,infectado,2,46,26/01/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,47,02/02/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,48,09/02/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,49,16/02/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,50,23/02/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,51,02/03/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,52,09/03/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,53,16/03/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,54,23/03/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,55,30/03/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,56,06/04/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,57,13/04/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,58,20/04/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,59,27/04/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,60,04/05/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,61,11/05/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,62,18/05/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,63,25/05/2015,0,0,0,0,0,0,0,0,1,0,5,0,3,0,9,31
piloto,infectado,2,64,01/06/2015,0,0,0,0,0,0,0,0,0,1,5,0,3,0,8,32
piloto,infectado,2,65,08/06/2015,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,32
piloto,infectado,2,66,15/06/2015,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,32
piloto,infectado,2,67,22/06/2015,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,32
piloto,infectado,2,68,29/06/2015,0,0,0,0,0,0,0,0,0,0,4,1,3,0,7,33
piloto,infectado,2,69,06/07/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,70,13/07/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,71,20/07/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,72,27/07/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,73,03/08/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,74,10/08/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,75,17/08/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,76,24/08/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,77,31/08/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,78,07/09/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,79,14/09/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,80,21/09/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,81,28/09/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,82,05/10/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,83,12/10/2015,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,33
piloto,infectado,2,84,19/10/2015,0,0,0,0,0,0,0,0,0,0,3,1,3,0,6,34
piloto,infectado,2,85,26/10/2015,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,34
piloto,infectado,2,86,02/11/2015,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,34
piloto,infectado,2,87,09/11/2015,0,0,0,0,0,0,0,0,0,0,2,1,3,0,5,35
piloto,infectado,2,88,16/11/2015,0,0,0,0,0,0,0,0,0,0,2,0,3,0,5,35
piloto,infectado,2,89,23/11/2015,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,36
piloto,infectado,3,0,10/03/2014,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
piloto,infectado,3,1,17/03/2014,38,0,2,0,0,0,0,0,0,0,0,0,0,0,40,0
piloto,infectado,3,2,24/03/2014,19,0,21,0,0,0,0,0,0,0,0,0,0,0,40,0
piloto,infectado,3,3,31/03/2014,10,0,30,0,0,0,0,0,0,0,0,0,0,0,40,0
piloto,infectado,3,4,07/04/2014,0,2,38,0,0,0,0,0,0,0,0,0,0,0,38,2
piloto,infectado,3,5,14/04/2014,0,0,27,0,11,0,0,0,0,0,0,0,0,0,38,2
piloto,infectado,3,6,21/04/2014,0,0,17,0,21,0,0,0,0,0,0,0,0,0,38,2
piloto,infectado,3,7,28/04/2014,0,0,4,0,34,0,0,0,0,0,0,0,0,0,38,2
piloto,infectado,3,8,05/05/2014,0,0,4,0,34,0,0,0,0,0,0,0,0,0,38,2
piloto,infectado,3,9,12/05/2014,0,0,1,0,34,0,3,0,0,0,0,0,0,0,38,2
piloto,infectado,3,10,19/05/2014,0,0,1,0,23,0,14,0,0,0,0,0,0,0,38,2
piloto,infectado,3,11,26/05/2014,0,0,1,0,18,0,19,0,0,0,0,0,0,0,38,2
piloto,infectado,3,12,02/06/2014,0,0,1,0,17,0,20,0,0,0,0,0,0,0,38,2
piloto,infectado,3,13,09/06/2014,0,0,1,0,14,0,23,0,0,0,0,0,0,0,38,2
piloto,infectado,3,14,16/06/2014,0,0,1,0,9,0,28,0,0,0,0,0,0,0,38,2
piloto,infectado,3,15,23/06/2014,0,0,1,0,9,0,28,0,0,0,0,0,0,0,38,2
piloto,infectado,3,16,30/06/2014,0,0,1,0,7,0,30,0,0,0,0,0,0,0,38,2
piloto,infectado,3,17,07/07/2014,0,0,1,0,7,0,29,0,1,0,0,0,0,0,38,2
piloto,infectado,3,18,14/07/2014,0,0,1,0,7,0,28,0,2,0,0,0,0,0,38,2
piloto,infectado,3,19,21/07/2014,0,0,0,1,6,1,28,0,2,0,0,0,0,0,36,4
piloto,infectado,3,20,28/07/2014,0,0,0,0,6,0,28,0,1,1,0,0,0,0,35,5
piloto,infectado,3,21,04/08/2014,0,0,0,0,5,0,27,1,2,0,0,0,0,0,34,6
piloto,infectado,3,22,11/08/2014,0,0,0,0,5,0,26,0,2,0,0,0,1,0,34,6
piloto,infectado,3,23,18/08/2014,0,0,0,0,3,0,23,1,6,0,0,0,1,0,33,7
piloto,infectado,3,24,25/08/2014,0,0,0,0,3,0,21,2,6,0,0,0,1,0,31,9
piloto,infectado,3,25,01/09/2014,0,0,0,0,2,1,20,0,7,0,0,0,1,0,30,10
piloto,infectado,3,26,08/09/2014,0,0,0,0,2,0,20,0,6,0,1,0,1,0,30,10
piloto,infectado,3,27,15/09/2014,0,0,0,0,1,1,17,2,7,0,1,0,1,0,27,13
piloto,infectado,3,28,22/09/2014,0,0,0,0,1,0,17,0,7,0,1,0,1,0,27,13
piloto,infectado,3,29,29/09/2014,0,0,0,0,1,0,16,1,5,0,2,0,2,0,26,14
piloto,infectado,3,30,06/10/2014,0,0,0,0,0,1,15,1,3,0,3,0,3,0,24,16
piloto,infectado,3,31,13/10/2014,0,0,0,0,0,0,14,1,2,0,3,0,4,0,23,17
piloto,infectado,3,32,20/10/2014,0,0,0,0,0,0,14,0,2,0,3,0,4,0,23,17
piloto,infectado,3,33,27/10/2014,0,0,0,0,0,0,14,0,2,0,3,0,4,0,23,17
piloto,infectado,3,34,03/11/2014,0,0,0,0,0,0,12,1,2,1,3,0,4,0,21,19
piloto,infectado,3,35,10/11/2014,0,0,0,0,0,0,11,1,2,0,3,0,4,0,20,20
piloto,infectado,3,36,17/11/2014,0,0,0,0,0,0,8,1,3,1,3,0,4,0,18,22
piloto,infectado,3,37,24/11/2014,0,0,0,0,0,0,7,0,3,1,3,0,4,0,17,23
piloto,infectado,3,38,01/12/2014,0,0,0,0,0,0,7,0,2,1,3,0,4,0,16,24
piloto,infectado,3,39,08/12/2014,0,0,0,0,0,0,7,0,2,0,3,0,4,0,16,24
piloto,infectado,3,40,15/12/2014,0,0,0,0,0,0,7,0,2,0,3,0,4,0,16,24
piloto,infectado,3,41,22/12/2014,0,0,0,0,0,0,6,1,1,0,3,0,5,0,15,25
piloto,infectado,3,42,29/12/2014,0,0,0,0,0,0,6,0,1,0,3,0,5,0,15,25
piloto,infectado,3,43,05/01/2015,0,0,0,0,0,0,6,0,1,0,3,0,5,0,15,25
piloto,infectado,3,44,12/01/2015,0,0,0,0,0,0,6,0,1,0,3,0,5,0,15,25
piloto,infectado,3,45,19/01/2015,0,0,0,0,0,0,5,1,1,0,3,0,5,0,14,26
piloto,infectado,3,46,26/01/2015,0,0,0,0,0,0,4,1,0,0,4,0,5,0,13,27
piloto,infectado,3,47,02/02/2015,0,0,0,0,0,0,4,0,0,0,4,0,5,0,13,27
piloto,infectado,3,48,09/02/2015,0,0,0,0,0,0,3,1,0,0,4,0,5,0,12,28
piloto,infectado,3,49,16/02/2015,0,0,0,0,0,0,3,0,0,0,4,0,5,0,12,28
piloto,infectado,3,50,23/02/2015,0,0,0,0,0,0,2,1,0,0,4,0,5,0,11,29
piloto,infectado,3,51,02/03/2015,0,0,0,0,0,0,2,0,0,0,4,0,5,0,11,29
piloto,infectado,3,52,09/03/2015,0,0,0,0,0,0,2,0,0,0,3,1,5,0,10,30
piloto,infectado,3,53,16/03/2015,0,0,0,0,0,0,1,1,0,0,3,0,5,0,9,31
piloto,infectado,3,54,23/03/2015,0,0,0,0,0,0,1,0,0,0,3,0,5,0,9,31
piloto,infectado,3,55,30/03/2015,0,0,0,0,0,0,1,0,0,0,3,0,5,0,9,31
piloto,infectado,3,56,06/04/2015,0,0,0,0,0,0,1,0,0,0,3,0,5,0,9,31
piloto,infectado,3,57,13/04/2015,0,0,0,0,0,0,1,0,0,0,3,0,5,0,9,31
piloto,infectado,3,58,20/04/2015,0,0,0,0,0,0,1,0,0,0,3,0,5,0,9,31
piloto,infectado,3,59,27/04/2015,0,0,0,0,0,0,1,0,0,0,3,0,5,0,9,31
piloto,infectado,3,60,04/05/2015,0,0,0,0,0,0,1,0,0,0,3,0,5,0,9,31
piloto,infectado,3,61,11/05/2015,0,0,0,0,0,0,1,0,0,0,3,0,5,0,9,31
piloto,infectado,3,62,18/05/2015,0,0,0,0,0,0,1,0,0,0,3,0,5,0,9,31
piloto,infectado,3,63,25/05/2015,0,0,0,0,0,0,1,0,0,0,3,0,4,1,8,32
piloto,infectado,3,64,01/06/2015,0,0,0,0,0,0,0,1,0,0,3,0,4,0,7,33
piloto,infectado,3,65,08/06/2015,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,33
piloto,infectado,3,66,15/06/2015,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,33
piloto,infectado,3,67,22/06/2015,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,33
piloto,infectado,3,68,29/06/2015,0,0,0,0,0,0,0,0,0,0,2,1,4,0,6,34
piloto,infectado,3,69,06/07/2015,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,34
piloto,infectado,3,70,13/07/2015,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,34
piloto,infectado,3,71,20/07/2015,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,34
piloto,infectado,3,72,27/07/2015,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,34
piloto,infectado,3,73,03/08/2015,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,34
piloto,infectado,3,74,10/08/2015,0,0,0,0,0,0,0,0,0,0,1,1,4,0,5,35
piloto,infectado,3,75,17/08/2015,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,35
piloto,infectado,3,76,24/08/2015,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,35
piloto,infectado,3,77,31/08/2015,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,36
piloto,infectado,3,78,07/09/2015,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,36
piloto,infectado,3,79,14/09/2015,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,36
piloto,infectado,3,80,21/09/2015,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,36
piloto,infectado,3,81,28/09/2015,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,36
piloto,infectado,3,82,05/10/2015,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,36
piloto,infectado,3,83,12/10/2015,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,36
piloto,infectado,3,84,19/10/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,37
piloto,infectado,3,85,26/10/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,infectado,3,86,02/11/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,infectado,3,87,09/11/2015,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,37
piloto,infectado,3,88,16/11/2015,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,38
piloto,infectado,3,89,23/11/2015,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,38
